arm,merge_id,scenario_id,outcome,reject_reason,classification,oracle,source
ctl,fluentlenium_fluentlenium__d88fff0f59,fluentlenium_fluentlenium__d88fff0f59__fluentlenium-core_src_test_java_org_fluentlenium_integration_FluentLeniumWaitTest.java,conflict,textual,TN,dev-match,driver-git
ctl,flyingsaucerproject_flyingsaucer__5a2a7d36a1,flyingsaucerproject_flyingsaucer__5a2a7d36a1__flying-saucer-core_src_main_java_org_xhtmlrenderer_css_newmatch_Condition.java,clean,,TP,test-label,driver-git
ctl,flyingsaucerproject_flyingsaucer__9b83c56a8c,flyingsaucerproject_flyingsaucer__9b83c56a8c__flying-saucer-pdf_src_main_java_org_xhtmlrenderer_pdf_ITextRenderer.java,clean,,TP,test-label,driver-git
ctl,flyingsaucerproject_flyingsaucer__b2ef06a76f,flyingsaucerproject_flyingsaucer__b2ef06a76f__flying-saucer-pdf-itext5_src_main_java_org_xhtmlrenderer_pdf_ITextOutputDevice.java,clean,,TP,test-label,driver-mergiraf
ctl,forcedotcom_wsc__332e09483d,forcedotcom_wsc__332e09483d__src_main_java_com_sforce_ws_bind_TypeMapper.java,clean,,TP,test-label,driver-git
ctl,fusesource_jansi__f4065227fc,fusesource_jansi__f4065227fc__src_main_java_org_fusesource_jansi_WindowsAnsiOutputStream.java,conflict,textual,FN,dev-match,driver-git
ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_main_java_com_galenframework_speclang2_specs_SpecImageProcessor.java,clean,,TP,test-label,driver-mergiraf
ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_test_java_com_galenframework_tests_speclang2_SpecsReaderV2Test.java,clean,,TP,test-label,driver-git
ctl,gitools_gitools__8f2043e3c5,gitools_gitools__8f2043e3c5__org.gitools.ui.app_src_main_java_org_gitools_ui_app_fileimport_wizard_text_ListItemTransferHandler.java,clean,,TP,test-label,driver-git
ctl,gitools_gitools__9f09acdad0,gitools_gitools__9f09acdad0__org.gitools.ui.app_src_main_java_org_gitools_ui_app_actions_Actions.java,clean,,TP,test-label,driver-git
ctl,glenkpeterson_j-sicle__8ad8d6f00e,glenkpeterson_j-sicle__8ad8d6f00e__src_test_java_org_organicdesign_fp_permanent_SequenceTest.java,clean,,TP,test-label,driver-git
ctl,google_truth__2bb82cafdf,google_truth__2bb82cafdf__src_main_java_org_junit_contrib_truth_subjects_IterableSubject.java,clean,,TP,test-label,driver-mergiraf
ctl,google_truth__6bba06199f,google_truth__6bba06199f__core_src_main_java_com_google_common_truth_Truth.java,clean,,TP,test-label,driver-mergiraf
ctl,googlecloudplatform_gcloud-java__1fa53a817a,googlecloudplatform_gcloud-java__1fa53a817a__gcloud-java-storage_src_main_java_com_google_gcloud_storage_StorageImpl.java,clean,,TP,test-label,driver-mergiraf
ctl,googlecloudplatform_gcloud-maven-plugin__990444129c,googlecloudplatform_gcloud-maven-plugin__990444129c__src_main_java_com_google_appengine_gcloudapp_AbstractGcloudMojo.java,clean,,TP,test-label,driver-mergiraf
ctl,graphity_graphity-client__2a8e8c75e9,graphity_graphity-client__2a8e8c75e9__src_main_java_org_graphity_util_XSLTBuilder.java,conflict,textual,TN,dev-match,driver-mergiraf
ctl,greese_dasein-cloud-core__5fe1190801,greese_dasein-cloud-core__5fe1190801__src_main_java_org_dasein_cloud_compute_MachineImageSupport.java,clean,,TP,test-label,driver-git
ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleCheckBox.java,clean,,TP,test-label,driver-git
ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleRadioButton.java,clean,,TP,test-label,driver-git
ctl,hdrhistogram_hdrhistogram__4faeeb6c17,hdrhistogram_hdrhistogram__4faeeb6c17__src_main_java_org_HdrHistogram_HistogramLogProcessor.java,clean,,TP,test-label,driver-mergiraf
ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_AbstractHistogram.java,clean,,TP,test-label,driver-git
ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_DoubleHistogram.java,clean,,TP,test-label,driver-git
ctl,hdrhistogram_hdrhistogram__beadadbe25,hdrhistogram_hdrhistogram__beadadbe25__src_main_java_org_HdrHistogram_AbstractHistogram.java,clean,,TP,test-label,driver-mergiraf
ctl,imixs_imixs-workflow__dfb841cc6c,imixs_imixs-workflow__dfb841cc6c__imixs-workflow-index-lucene_src_main_java_org_imixs_workflow_engine_lucene_LuceneIndexService.java,clean,,TP,test-label,driver-mergiraf
ctl,jalkanen_speed4j__18370b9544,jalkanen_speed4j__18370b9544__src_main_java_com_ecyrd_speed4j_log_PeriodicalLog.java,clean,,TP,test-label,driver-mergiraf
ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_main_java_org_jasig_cas_client_util_CommonUtils.java,clean,,TP,test-label,driver-mergiraf
ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_test_java_org_jasig_cas_client_util_CommonUtilsTests.java,clean,,TP,test-label,driver-git
ctl,javaparser_javaparser__091c0fab6e,javaparser_javaparser__091c0fab6e__javaparser-core_src_main_java_com_github_javaparser_PositionUtils.java,clean,,TP,test-label,driver-mergiraf
ctl,javaparser_javaparser__8ca0e9b6ea,javaparser_javaparser__8ca0e9b6ea__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_JavaParserFacade.java,clean,,TP,test-label,driver-mergiraf
ctl,jboss-remoting_jboss-remoting__1f07248ce4,jboss-remoting_jboss-remoting__1f07248ce4__src_main_java_org_jboss_remoting3_remote_RemoteConnection.java,clean,,TP,test-label,driver-git
ctl,jcabi_jcabi-aspects__5780cbf85c,jcabi_jcabi-aspects__5780cbf85c__src_main_java_com_jcabi_aspects_aj_MethodCacher.java,clean,,TP,test-label,driver-mergiraf
ctl,jcabi_jcabi-github__512102da91,jcabi_jcabi-github__512102da91__src_main_java_com_jcabi_github_RtReleaseAsset.java,clean,,TP,test-label,driver-git
ctl,jdatepicker_jdatepicker__cc3905a9c7,jdatepicker_jdatepicker__cc3905a9c7__src_main_java_org_jdatepicker_impl_JDatePickerImpl.java,clean,,TP,test-label,driver-mergiraf
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_ComponentTextDefaults.java,clean,,TP,test-label,driver-git
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_JDatePanel.java,clean,,TP,test-label,driver-mergiraf
ctl,jdeparser_jdeparser2__1da0e2349a,jdeparser_jdeparser2__1da0e2349a__src_main_java_org_jboss_jdeparser_FormatPreferences.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_main_java_hudson_tasks_Ant.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_test_java_hudson_tasks_AntTest.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_coverity-plugin__7ce14e1f97,jenkinsci_coverity-plugin__7ce14e1f97__src_test_java_jenkins_plugins_coverity_CoverityTool_CovBuildCommandTest.java,conflict,textual,TN,dev-match,driver-git
ctl,jenkinsci_coverity-plugin__bd192d7108,jenkinsci_coverity-plugin__bd192d7108__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CIMStream.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_credentials-plugin__ccd45a5263,jenkinsci_credentials-plugin__ccd45a5263__src_main_java_com_cloudbees_plugins_credentials_CredentialsSelectHelper.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_email-ext-plugin__312def504a,jenkinsci_email-ext-plugin__312def504a__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherDescriptorJCasCTest.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_main_java_hudson_plugins_emailext_EmailThrottler.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherTest.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_jira-plugin__09485920f4,jenkinsci_jira-plugin__09485920f4__src_main_java_hudson_plugins_jira_JiraSite.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_junit-plugin__2f4179baf2,jenkinsci_junit-plugin__2f4179baf2__src_main_java_hudson_tasks_junit_CaseResult.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_ldap-plugin__744083390f,jenkinsci_ldap-plugin__744083390f__src_main_java_hudson_security_LDAPSecurityRealm.java,clean,,TP,test-label,driver-mergiraf
ctl,jenkinsci_mailer-plugin__67ab48f1a6,jenkinsci_mailer-plugin__67ab48f1a6__src_test_java_hudson_tasks_MailerTest.java,clean,,TP,test-label,driver-git
ctl,jenkinsci_maven-hpi-plugin__cfbf819e58,jenkinsci_maven-hpi-plugin__cfbf819e58__src_main_java_org_jenkinsci_maven_plugins_hpi_RunMojo.java,conflict,textual,TN,dev-match,driver-git
ctl,jenkinsci_ui-samples-plugin__179ee92cdf,jenkinsci_ui-samples-plugin__179ee92cdf__src_main_java_jenkins_plugins_ui_samples_Select.java,clean,,TP,test-label,driver-git
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_FunLib.java,clean,,TP,test-label,driver-mergiraf
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_schema_HasType.java,clean,,TP,test-label,driver-mergiraf
ctl,jmetal_jmetal__4edc74bc22,jmetal_jmetal__4edc74bc22__jmetal-lab_src_main_java_org_uma_jmetal_lab_experiment_studies_PPSN20203DStudy.java,clean,,TP,test-label,driver-git
ctl,jmetal_jmetal__d8ececa506,jmetal_jmetal__d8ececa506__jmetal-exec_src_main_java_org_uma_jmetal_runner_multiobjective_WASFGAMeasuresRunner.java,clean,,TP,test-label,driver-git
ctl,jparsec_jparsec__a1fac0af65,jparsec_jparsec__a1fac0af65__jparsec_src_main_java_org_codehaus_jparsec_ScannerState.java,clean,,TP,test-label,driver-git
ctl,jri_deepamehta__03658cb2e9,jri_deepamehta__03658cb2e9__modules_dm4-geomaps_src_main_java_de_deepamehta_plugins_geomaps_GeomapsPlugin.java,clean,,TP,test-label,driver-mergiraf
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__src_org_jruby_util_ByteList.java,clean,,TP,test-label,driver-mergiraf
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__test_org_jruby_util_ByteListTest.java,clean,,TP,test-label,driver-mergiraf
ctl,jsprit_jsprit__7834e66d7c,jsprit_jsprit__7834e66d7c__jsprit-io_src_main_java_com_graphhopper_jsprit_io_algorithm_VehicleRoutingAlgorithms.java,clean,,TP,test-label,driver-mergiraf
ctl,jsprit_jsprit__a6726537e9,jsprit_jsprit__a6726537e9__jsprit-core_src_test_java_jsprit_core_problem_vehicle_VehicleImplTest.java,clean,,TP,test-label,driver-mergiraf
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableFactory.java,clean,,TP,test-label,driver-git
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableRecorder.java,clean,,TP,test-label,driver-mergiraf
ctl,julietkilo_canbabel__ea550c2876,julietkilo_canbabel__ea550c2876__src_main_java_com_github_canbabel_canio_dbc_DbcReader.java,clean,,TP,test-label,driver-mergiraf
ctl,kevinbayes_vest__3209c8480f,kevinbayes_vest__3209c8480f__src_main_java_me_bayes_vertx_vest_VestApplication.java,clean,,TP,test-label,driver-mergiraf
ctl,khmarbaise_iterator-maven-plugin__99d1681276,khmarbaise_iterator-maven-plugin__99d1681276__src_main_java_com_soebes_maven_plugins_iterator_IteratorMojo.java,clean,,TP,test-label,driver-git
ctl,killbilling_recurly-java-library__fafb064903,killbilling_recurly-java-library__fafb064903__src_main_java_com_ning_billing_recurly_model_RecurlyObject.java,clean,,TP,test-label,driver-git
ctl,killme2008_aviator__eb6c698603,killme2008_aviator__eb6c698603__src_main_java_com_googlecode_aviator_utils_Env.java,clean,,TP,test-label,driver-git
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_main_java_org_kohsuke_github_GitHub.java,conflict,textual,FN,dev-match,driver-git
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_test_java_org_kohsuke_github_GitHubTest.java,clean,,TP,test-label,driver-git
ctl,kohsuke_github-api__5ea8638369,kohsuke_github-api__5ea8638369__src_test_java_org_kohsuke_github_GHRepositoryTest.java,clean,,TP,test-label,driver-git
ctl,kohsuke_github-api__f6674a9aef,kohsuke_github-api__f6674a9aef__src_main_java_org_kohsuke_github_GHWorkflowJob.java,clean,,TP,test-label,driver-git
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_MustacheDocument.java,clean,,TP,test-label,driver-mergiraf
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_OutputTemplate.java,clean,,TP,test-label,driver-git
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_main_java_com_github_kongchen_swagger_docgen_AbstractDocumentSource.java,clean,,TP,test-label,driver-git
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_test_java_com_github_kongchen_smp_integration_SwaggerMavenPluginTest.java,clean,,TP,test-label,driver-git
ctl,koraktor_steam-condenser-java__81c376e088,koraktor_steam-condenser-java__81c376e088__src_main_java_com_github_koraktor_steamcondenser_steam_community_SteamId.java,clean,,TP,test-label,driver-mergiraf
ctl,kvladislav_ticketmanager__0ffb612f18,kvladislav_ticketmanager__0ffb612f18__src_main_java_org_JavaArt_TicketManager_controllers_EventsController.java,clean,,TP,test-label,driver-mergiraf
ctl,lemire_javaewah__5829fc009b,lemire_javaewah__5829fc009b__src_main_java_com_googlecode_javaewah_IteratorAggregation.java,clean,,TP,test-label,driver-git
ctl,linkedin_camus__288c5aae77,linkedin_camus__288c5aae77__camus-etl-kafka_src_test_java_com_linkedin_camus_etl_kafka_CamusJobTestWithMock.java,clean,,TP,test-label,driver-git
ctl,linkedin_camus__fd747243ca,linkedin_camus__fd747243ca__camus-etl-kafka_src_main_java_com_linkedin_camus_etl_kafka_mapred_EtlInputFormat.java,clean,,TP,test-label,driver-git
ctl,lwhite1_tablesaw__86cd643c39,lwhite1_tablesaw__86cd643c39__src_main_java_com_github_lwhite1_tablesaw_io_csv_CsvReader.java,clean,,TP,test-label,driver-git
ctl,lyncode_xoai__dc7a68da97,lyncode_xoai__dc7a68da97__xoai-service-provider_src_main_java_org_dspace_xoai_serviceprovider_client_HttpOAIClient.java,clean,,TP,test-label,driver-mergiraf
ctl,mambu-gmbh_mambu-apis-java__9975c4d9e5,mambu-gmbh_mambu-apis-java__9975c4d9e5__src_demo_DemoTestLoanService.java,clean,,TP,test-label,driver-git
ctl,marginallyclever_makelangelo__bfbac0b14d,marginallyclever_makelangelo__bfbac0b14d__src_main_java_com_marginallyclever_makelangelo_Makelangelo.java,clean,,TP,test-label,driver-mergiraf
ctl,marloncarvalho_aliendroid-activerecord__f03a2f645f,marloncarvalho_aliendroid-activerecord__f03a2f645f__src_main_java_org_alienlabs_aliendroid_activerecord_Model.java,clean,,TP,test-label,driver-mergiraf
ctl,maven-nar_nar-maven-plugin__00d2e833de,maven-nar_nar-maven-plugin__00d2e833de__src_main_java_com_github_maven_nar_AbstractNarMojo.java,clean,,TP,test-label,driver-git
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_AbstractNarMojo.java,clean,,TP,test-label,driver-mergiraf
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_Msvc.java,clean,,TP,test-label,driver-git
ctl,maxmind_geoip-api-java__3c90dc1bd7,maxmind_geoip-api-java__3c90dc1bd7__src_main_java_com_maxmind_geoip_LookupService.java,clean,,TP,test-label,driver-mergiraf
ctl,mbosecke_pebble__22c0075ed2,mbosecke_pebble__22c0075ed2__src_main_java_com_mitchellbosecke_pebble_template_EvaluationContext.java,clean,,TP,test-label,driver-git
ctl,medcl_elasticsearch-analysis-ik__8c50edf0e0,medcl_elasticsearch-analysis-ik__8c50edf0e0__src_main_java_org_wltea_analyzer_help_Sleep.java,clean,,TP,test-label,driver-mergiraf
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenFilter.java,clean,,TP,test-label,driver-mergiraf
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenizer.java,clean,,TP,test-label,driver-mergiraf
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_BaseClientIT.java,conflict,textual,TN,dev-match,driver-git
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_client_cardtoken_CardTokenClientIT.java,clean,,TP,test-label,driver-git
ctl,mlaccetti_javapns__21e9ae8885,mlaccetti_javapns__21e9ae8885__src_main_java_javapns_notification_transmission_NotificationThreads.java,clean,,TP,test-label,driver-git
ctl,mmazi_rescu__efdd938e7a,mmazi_rescu__efdd938e7a__src_test_java_si_mazi_rescu_RestInvocationHandlerTest.java,clean,,TP,test-label,driver-mergiraf
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_Mongobee.java,clean,,TP,test-label,driver-mergiraf
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_dao_ChangeEntryDao.java,conflict,textual,TN,dev-match,driver-git
ctl,mongobee_mongobee__ac5bd40a5a,mongobee_mongobee__ac5bd40a5a__src_main_java_com_github_mongobee_Mongobee.java,clean,,TP,test-label,driver-mergiraf
ctl,movsim_movsim__393a33e6d0,movsim_movsim__393a33e6d0__core_src_main_java_org_movsim_simulator_vehicles_Vehicle.java,clean,,TP,test-label,driver-git
ctl,mrcookieslime_slimefun-3.0__6a34470b47,mrcookieslime_slimefun-3.0__6a34470b47__src_main_java_io_github_thebusybiscuit_slimefun4_api_items_SlimefunItem.java,conflict,textual,TN,dev-match,driver-git
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_main_java_uk_co_jemos_podam_api_PodamFactoryImpl.java,conflict,semantic,TN,dev-match,driver-mergiraf
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_test_java_uk_co_jemos_podam_test_unit_pdm3_Pdm3PojoUnitTest.java,clean,,TP,test-label,driver-mergiraf
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_main_java_com_mycila_maven_plugin_license_header_HeaderParser.java,clean,,TP,test-label,driver-git
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_test_java_com_mycila_maven_plugin_license_UpdateMojoTest.java,clean,,TP,test-label,driver-mergiraf
ctl,mycila_license-maven-plugin__d3bf529757,mycila_license-maven-plugin__d3bf529757__license-maven-plugin-git_src_main_java_com_mycila_maven_plugin_license_git_GitLookup.java,clean,,TP,test-label,driver-mergiraf
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Data.java,clean,,TP,test-label,driver-git
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Node.java,clean,,TP,test-label,driver-git
ctl,nysenate_openlegislation__8645aab4d6,nysenate_openlegislation__8645aab4d6__src_main_java_gov_nysenate_openleg_controller_api_bill_BillGetCtrl.java,clean,,TP,test-label,driver-mergiraf
ctl,omnifaces_omnifaces__2e8d3a4ee3,omnifaces_omnifaces__2e8d3a4ee3__src_main_java_org_omnifaces_util_Components.java,clean,,TP,test-label,driver-git
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_main_java_net_openhft_chronicle_bytes_Bytes.java,clean,,TP,test-label,driver-mergiraf
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_test_java_net_openhft_chronicle_bytes_BytesJavaDocComplianceTest.java,conflict,textual,TN,dev-match,driver-mergiraf
ctl,openhft_chronicle-threads__8b940638d7,openhft_chronicle-threads__8b940638d7__src_main_java_net_openhft_chronicle_threads_MonitorEventLoop.java,clean,,TP,test-label,driver-git
ctl,openpnp_openpnp__17a7443913,openpnp_openpnp__17a7443913__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,conflict,textual,TN,dev-match,driver-git
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_JobPanel.java,clean,,TP,test-label,driver-git
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_support_Icons.java,clean,,TP,test-label,driver-git
ctl,openpnp_openpnp__e8a35b8e6f,openpnp_openpnp__e8a35b8e6f__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,clean,,TP,test-label,driver-git
ctl,openskynetwork_java-adsb__14f216cddf,openskynetwork_java-adsb__14f216cddf__src_main_java_org_opensky_libadsb_Decoder.java,clean,,TP,test-label,driver-git
ctl,outbrain_ob1k__8b2c257efe,outbrain_ob1k__8b2c257efe__ob1k-example_src_main_java_com_outbrain_ob1k_example_hello_server_HelloServer.java,conflict,textual,TN,dev-match,driver-git
ctl,pandcorps_pandam__e736609b61,pandcorps_pandam__e736609b61__game-furguardians_src_main_java_org_pandcorps_furguardians_FurGuardiansGame.java,clean,,TP,test-label,driver-git
ctl,poetix_protonpack__2ce321af89,poetix_protonpack__2ce321af89__src_main_java_com_codepoetics_protonpack_StreamUtils.java,clean,,TP,test-label,driver-git
ctl,progether_jadventure__d4407d1e77,progether_jadventure__d4407d1e77__src_main_java_com_jadventure_game_repository_ItemRepository.java,clean,,TP,test-label,driver-git
ctl,progether_jadventure__d62cfd35b9,progether_jadventure__d62cfd35b9__src_main_java_com_jadventure_game_menus_BattleMenu.java,clean,,TP,test-label,driver-git
ctl,reckart_shib-http-client__536fe936a3,reckart_shib-http-client__536fe936a3__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,clean,,TP,test-label,driver-git
ctl,reckart_shib-http-client__8f3bd71757,reckart_shib-http-client__8f3bd71757__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,clean,,TP,test-label,driver-git
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_CrossValidatedMahoutKNNRecommenderEvaluator.java,clean,,TP,test-label,driver-mergiraf
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_TemporalSplitMahoutKNNRecommenderEvaluator.java,clean,,TP,test-label,driver-mergiraf
ctl,relayrides_pushy__43129f9c9a,relayrides_pushy__43129f9c9a__src_main_java_com_relayrides_pushy_apns_PushManager.java,clean,,TP,test-label,driver-mergiraf
ctl,relayrides_pushy__9446136376,relayrides_pushy__9446136376__src_main_java_com_relayrides_pushy_apns_ApnsClientThread.java,clean,,TP,test-label,driver-mergiraf
ctl,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44__src_de_typology_utils_Config.java,clean,,TP,test-label,driver-git
ctl,richardwarburton_lambda-behave__8695b13525,richardwarburton_lambda-behave__8695b13525__lambda-behave_src_main_java_com_insightfullogic_lambdabehave_BehaveRunner.java,clean,,TP,dev-match,driver-git
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_Constants.java,clean,,TP,test-label,driver-mergiraf
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_InstagramSubscription.java,clean,,TP,test-label,driver-mergiraf
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_Main.java,clean,,TP,test-label,driver-mergiraf
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_packet_NetworkManager.java,clean,,TP,test-label,driver-git
ctl,sander2798_enderstone__ba66c3e8b2,sander2798_enderstone__ba66c3e8b2__src_org_enderstone_server_Location.java,clean,,TP,test-label,driver-mergiraf
ctl,sander2798_enderstone__bd46a612d1,sander2798_enderstone__bd46a612d1__src_org_enderstone_server_Main.java,clean,,TP,test-label,driver-mergiraf
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_CraftingInventory.java,clean,,TP,test-label,driver-git
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_PlayerInventory.java,clean,,TP,test-label,driver-git
ctl,sandergielisse_enderstone__8e17a2983e,sandergielisse_enderstone__8e17a2983e__src_org_enderstone_server_packet_NetworkManager.java,clean,,TP,test-label,driver-git
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EnderEntity.java,clean,,TP,test-label,driver-git
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EntityMob.java,clean,,TP,test-label,driver-mergiraf
ctl,sd4324530_fastweixin__53b5138ff7,sd4324530_fastweixin__53b5138ff7__src_main_java_com_github_sd4324530_fastweixin_servlet_WeixinSupport.java,clean,,TP,test-label,driver-git
ctl,sebfz1_wicket-jquery-ui__0f6ed11d6f,sebfz1_wicket-jquery-ui__0f6ed11d6f__wicket-kendo-ui_src_main_java_com_googlecode_wicket_kendo_ui_widget_treeview_AjaxTreeView.java,clean,,TP,test-label,driver-mergiraf
ctl,semanticvectors_semanticvectors__4dbe868ff9,semanticvectors_semanticvectors__4dbe868ff9__src_main_java_pitt_search_semanticvectors_LuceneUtils.java,clean,,TP,test-label,driver-git
