config,arm,merge_id,scenario_id,outcome,reject_reason,classification,oracle,rt,route_effective,lanes,flags
driver-auto-on,pos,warmuuh_libsass-maven-plugin__5ca7b3f086,warmuuh_libsass-maven-plugin__5ca7b3f086__src_main_java_wrm_CompilationMojo.java,conflict,textual,TN,dev-match,79.98,mergiraf,,
driver-auto-on,pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_model_GUIBackend.java,clean,,FP,test-label,95.987,git,,
driver-auto-on,pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_utils_ControllerSettings.java,clean,,FP,test-label,84.249,mergiraf,,
driver-auto-on,pos,winder_universal-g-code-sender__bc742cb4c4,winder_universal-g-code-sender__bc742cb4c4__ugs-core_src_com_willwinder_universalgcodesender_GrblController.java,clean,,FP,test-label,93.509,mergiraf,,
driver-auto-on,pos,winder_universal-g-code-sender__c93fec43ee,winder_universal-g-code-sender__c93fec43ee__ugs-core_src_com_willwinder_universalgcodesender_gcode_util_CommandProcessorLoader.java,conflict,semantic,TN,dev-match,84.855,mergiraf,ImportPruneUsage,ImportPruneUsage L250: Stale usage of pruned import: merged file uses 'EmptyLineRemoverProcessor' (line 250) but the import
driver-auto-on,pos,xebia_xebium__2808ba14a8,xebia_xebium__2808ba14a8__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,clean,,FP,test-label,88.424,git,,
driver-auto-on,pos,xebia_xebium__a82603c978,xebia_xebium__a82603c978__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,conflict,textual,TN,dev-match,82.442,git,,
driver-auto-on,ctl,adoptopenjdk_mjprof__44b7a2b3db,adoptopenjdk_mjprof__44b7a2b3db__src_main_java_com_performizeit_mjstack_MJStack.java,clean,,TP,test-label,87.757,mergiraf,,
driver-auto-on,ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcChannelExecutor.java,clean,,TP,test-label,91.592,mergiraf,,
driver-auto-on,ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcStreamingCall.java,clean,,TP,test-label,83.463,mergiraf,,
driver-auto-on,ctl,aerospike_aerospike-client-java__dfa7c50814,aerospike_aerospike-client-java__dfa7c50814__test_src_com_aerospike_test_util_Args.java,clean,,TP,test-label,86.911,mergiraf,,
driver-auto-on,ctl,aleksandr-m_gitflow-maven-plugin__7482fdb5b6,aleksandr-m_gitflow-maven-plugin__7482fdb5b6__src_main_java_com_amashchenko_maven_plugin_gitflow_AbstractGitFlowMojo.java,clean,,TP,test-label,93.306,mergiraf,,
driver-auto-on,ctl,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d__src_main_java_com_github_alexcojocaru_mojo_elasticsearch_v2_StopMojo.java,clean,,TP,test-label,82.084,mergiraf,,
driver-auto-on,ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_LogEventConvert.java,clean,,TP,test-label,96.988,mergiraf,,
driver-auto-on,ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_SimpleDdlParser.java,clean,,TP,test-label,86.746,git,,
driver-auto-on,ctl,andrewphorn_classicube-client__645941b423,andrewphorn_classicube-client__645941b423__src_main_java_com_mojang_minecraft_gui_FontRenderer.java,clean,,TP,test-label,86.434,mergiraf,,
driver-auto-on,ctl,anjuke_hwi__93f975a6d0,anjuke_hwi__93f975a6d0__src_main_java_org_apache_hadoop_hive_hwi_servlet_RQuery.java,clean,,TP,test-label,87.953,git,,
driver-auto-on,ctl,apache_commons-csv__2e851bc960,apache_commons-csv__2e851bc960__src_test_java_org_apache_commons_csv_CSVParserTest.java,clean,,TP,test-label,99.811,git,,
driver-auto-on,ctl,apache_commons-ognl__c1132d8fb3,apache_commons-ognl__c1132d8fb3__src_main_java_org_apache_commons_ognl_internal_entry_PropertyDescriptorCacheEntryFactory.java,clean,,TP,test-label,86.579,mergiraf,,
driver-auto-on,ctl,apache_maven-enforcer__f4f8c2559e,apache_maven-enforcer__f4f8c2559e__enforcer-rules_src_main_java_org_apache_maven_plugins_enforcer_AbstractBanDependencies.java,clean,,TP,test-label,82.697,git,,
driver-auto-on,ctl,apache_metamodel__f9f2bc07f3,apache_metamodel__f9f2bc07f3__core_src_main_java_org_apache_metamodel_query_parser_QueryPartParser.java,clean,,TP,test-label,82.552,git,,
driver-auto-on,ctl,apache_metamodel__f9f2bc07f3,apache_metamodel__f9f2bc07f3__core_src_test_java_org_apache_metamodel_query_parser_QueryParserTest.java,clean,,TP,test-label,87.441,git,,
driver-auto-on,ctl,apache_roller__d362f5d1ee,apache_roller__d362f5d1ee__app_src_main_java_org_apache_roller_weblogger_business_search_IndexManagerImpl.java,clean,,TP,test-label,87.012,git,,
driver-auto-on,ctl,apache_tomcat-maven-plugin__74e25e53e8,apache_tomcat-maven-plugin__74e25e53e8__tomcat7-war-runner_src_main_java_org_apache_tomcat_maven_runner_Tomcat7Runner.java,clean,,TP,test-label,94.833,mergiraf,,
driver-auto-on,ctl,apache_tomcat-maven-plugin__74e25e53e8,apache_tomcat-maven-plugin__74e25e53e8__tomcat7-war-runner_src_main_java_org_apache_tomcat_maven_runner_Tomcat7RunnerCli.java,clean,,TP,test-label,88.502,git,,
driver-auto-on,ctl,bronx_saci-vraptor__cb9355ed08,bronx_saci-vraptor__cb9355ed08__src_main_java_net_diegomaia_vraptor_saci_component_startup_PageHandler.java,clean,,TP,test-label,82.912,mergiraf,,
driver-auto-on,ctl,brunoribeiro_sql-parser__a1ddf59b7c,brunoribeiro_sql-parser__a1ddf59b7c__src_main_java_com_akiban_sql_unparser_NodeToString.java,clean,,TP,test-label,94.269,git,,
driver-auto-on,ctl,bserdar_jcliff__206c63ba6f,bserdar_jcliff__206c63ba6f__src_main_java_com_redhat_jcliff_Main.java,clean,,TP,test-label,94.291,git,,
driver-auto-on,ctl,buddycloud_buddycloud-server-java__e05c0ee54a,buddycloud_buddycloud-server-java__e05c0ee54a__src_main_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_set_Publish.java,clean,,TP,test-label,87.864,git,,
driver-auto-on,ctl,chrsan_css-selectors__0f725a05d1,chrsan_css-selectors__0f725a05d1__src_main_java_se_fishtank_css_selectors_dom_internal_PseudoContainsSpecifierChecker.java,clean,,TP,test-label,81.521,git,,
driver-auto-on,ctl,citytechinc_cq-component-maven-plugin__2fb3c23f39,citytechinc_cq-component-maven-plugin__2fb3c23f39__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_impl_SelectionWidget.java,clean,,TP,test-label,82.562,mergiraf,,
driver-auto-on,ctl,citytechinc_cq-component-maven-plugin__2fb3c23f39,citytechinc_cq-component-maven-plugin__2fb3c23f39__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_maker_impl_SelectionWidgetMaker.java,clean,,TP,test-label,85.699,mergiraf,,
driver-auto-on,ctl,citytechinc_cq-component-maven-plugin__79dfb91780,citytechinc_cq-component-maven-plugin__79dfb91780__cq-component-maven-plugin_src_main_java_com_citytechinc_cq_component_dialog_impl_SelectionWidget.java,clean,,TP,test-label,82.353,mergiraf,,
driver-auto-on,ctl,clickntap_vimeo__85bd093b58,clickntap_vimeo__85bd093b58__src_main_java_com_clickntap_vimeo_Vimeo.java,clean,,TP,test-label,91.261,mergiraf,,
driver-auto-on,ctl,clickntap_vimeo__cedaf74fc7,clickntap_vimeo__cedaf74fc7__src_main_java_com_clickntap_vimeo_Vimeo.java,clean,,TP,test-label,91.808,mergiraf,,
driver-auto-on,ctl,clojure_clojure__c862603a33,clojure_clojure__c862603a33__src_jvm_clojure_lang_Compiler.java,clean,,TP,test-label,159.788,mergiraf,,
driver-auto-on,ctl,cloudfoundry_cf-java-client__0d588aa1e7,cloudfoundry_cf-java-client__0d588aa1e7__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor_util_Operator.java,clean,,TP,test-label,87.62,mergiraf,,
driver-auto-on,ctl,cloudfoundry_cf-java-client__f994a25985,cloudfoundry_cf-java-client__f994a25985__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor_util_Operator.java,clean,,TP,test-label,88.392,mergiraf,,
driver-auto-on,ctl,cloudfoundry_cf-java-client__f994a25985,cloudfoundry_cf-java-client__f994a25985__cloudfoundry-client-reactor_src_test_java_org_cloudfoundry_reactor_util_ErrorPayloadMappersTest.java,clean,,TP,test-label,89.959,mergiraf,,
driver-auto-on,ctl,cloudslang_score__49b00c4bf9,cloudslang_score__49b00c4bf9__runtime-management_runtime-management-impl_src_main_java_io_cloudslang_runtime_impl_python_PythonExecutor.java,clean,,TP,test-label,87.396,mergiraf,,
driver-auto-on,ctl,coutume_imageonmap__20d2a60d29,coutume_imageonmap__20d2a60d29__src_main_java_fr_moribus_imageonmap_ui_MapItemManager.java,clean,,TP,test-label,87.514,git,,
driver-auto-on,ctl,dankurka_gwtphonegap__e19aa67e33,dankurka_gwtphonegap__e19aa67e33__src_main_java_com_googlecode_gwtphonegap_client_notification_NotificationBrowserImpl.java,clean,,TP,test-label,82.38,git,,
driver-auto-on,ctl,davidmoten_rxjava-slf4j__fbe2fde40f,davidmoten_rxjava-slf4j__fbe2fde40f__src_test_java_com_github_davidmoten_rx_slf4j_LoggingTest.java,conflict,textual,TN,dev-match,81.254,git,,
driver-auto-on,ctl,douglasrodrigo_bfmapper__b0056fd6f8,douglasrodrigo_bfmapper__b0056fd6f8__src_main_java_br_com_bfmapper_Mapping.java,clean,,TP,test-label,87.096,git,,
driver-auto-on,ctl,dspace_dspace__0a0cf18c36,dspace_dspace__0a0cf18c36__dspace-server-webapp_src_test_java_org_dspace_app_rest_ExternalSourcesRestControllerIT.java,clean,,TP,test-label,86.737,git,,
driver-auto-on,ctl,dspace_dspace__2e3c4f033d,dspace_dspace__2e3c4f033d__dspace-api_src_main_java_org_dspace_curate_CitationPage.java,clean,,TP,test-label,87.788,mergiraf,,
driver-auto-on,ctl,dspace_dspace__eb28c639a0,dspace_dspace__eb28c639a0__dspace-server-webapp_src_main_java_org_dspace_app_rest_repository_DiscoveryRestRepository.java,clean,,TP,test-label,84.888,mergiraf,,
driver-auto-on,ctl,dtrules_dtrules__621afc4ef5,dtrules_dtrules__621afc4ef5__compilerutil_src_main_java_com_dtrules_compiler_decisiontables_DTCompiler.java,clean,,TP,test-label,90.198,git,,
driver-auto-on,ctl,dtrules_dtrules__621afc4ef5,dtrules_dtrules__621afc4ef5__dsl_el_src_main_java_com_dtrules_compiler_el_EL.java,clean,,TP,test-label,89.422,git,,
driver-auto-on,ctl,eirslett_frontend-maven-plugin__3e67ca8791,eirslett_frontend-maven-plugin__3e67ca8791__frontend-plugin-core_src_main_java_com_github_eirslett_maven_plugins_frontend_lib_NodeAndNPMInstaller.java,clean,,TP,test-label,87.564,git,,
driver-auto-on,ctl,ekryd_sortpom__b918df820e,ekryd_sortpom__b918df820e__sorter_src_main_java_sortpom_wrapper_content_ChildElementSorter.java,clean,,TP,test-label,85.271,mergiraf,,
driver-auto-on,ctl,farin_jcloisterzone__4a38e3b926,farin_jcloisterzone__4a38e3b926__src_main_java_com_jcloisterzone_engine_Engine.java,clean,,TP,test-label,92.687,mergiraf,,
driver-auto-on,ctl,fasseg_exp4j__184e5535f9,fasseg_exp4j__184e5535f9__src_main_java_de_congrace_exp4j_Tokenizer.java,clean,,TP,test-label,86.711,mergiraf,,
driver-auto-on,ctl,fasseg_exp4j__184e5535f9,fasseg_exp4j__184e5535f9__src_test_java_de_congrace_exp4j_ExpressionBuilderTest.java,clean,,TP,test-label,101.185,git,,
driver-auto-on,ctl,fasterxml_jackson-core__be2854d5c6,fasterxml_jackson-core__be2854d5c6__src_test_java_com_fasterxml_jackson_core_filter_BasicParserFilteringTest.java,clean,,TP,test-label,92.839,git,,
driver-auto-on,ctl,fernandezpablo85_scribe-java__33d45e1797,fernandezpablo85_scribe-java__33d45e1797__scribejava-core_src_main_java_com_github_scribejava_core_oauth_OAuth10aService.java,clean,,TP,test-label,87.484,mergiraf,,
driver-auto-on,ctl,fiji_trackmate__1792dcc505,fiji_trackmate__1792dcc505__src_main_java_fiji_plugin_trackmate_io_TmXmlReader.java,clean,,TP,test-label,97.912,git,,
driver-auto-on,ctl,fiji_trackmate__97cfa79dd2,fiji_trackmate__97cfa79dd2__src_main_java_fiji_plugin_trackmate_action_CopyOverlayAction.java,clean,,TP,test-label,93.613,git,,
driver-auto-on,ctl,fiji_trackmate__97cfa79dd2,fiji_trackmate__97cfa79dd2__src_main_java_fiji_plugin_trackmate_gui_TrackMateGUIController.java,clean,,TP,test-label,97.682,git,,
driver-auto-on,ctl,fincatto_nfe__6758366981,fincatto_nfe__6758366981__src_main_java_com_fincatto_documentofiscal_nfe400_classes_lote_envio_NFLoteEnvioRetorno.java,clean,,TP,test-label,82.682,mergiraf,,
driver-auto-on,ctl,fincatto_nfe__bd66db2a72,fincatto_nfe__bd66db2a72__src_main_java_com_fincatto_documentofiscal_utils_DFSocketFactory.java,clean,,TP,test-label,83.898,mergiraf,,
driver-auto-on,ctl,findwise_hydra__76fe21c315,findwise_hydra__76fe21c315__admin-service_src_main_java_com_findwise_hydra_admin_rest_ConfigurationController.java,clean,,TP,test-label,84.536,mergiraf,,
driver-auto-on,ctl,flaxsearch_luwak__2805c0447a,flaxsearch_luwak__2805c0447a__luwak_src_main_java_uk_co_flax_luwak_util_SpanExtractor.java,conflict,textual,TN,dev-match,81.175,git,,
driver-auto-on,ctl,fluentlenium_fluentlenium__2cd4ecb82f,fluentlenium_fluentlenium__2cd4ecb82f__fluentlenium-core_src_main_java_org_fluentlenium_core_inject_FluentInjector.java,clean,,TP,test-label,92.32,mergiraf,,
driver-auto-on,ctl,fluentlenium_fluentlenium__d88fff0f59,fluentlenium_fluentlenium__d88fff0f59__fluentlenium-core_src_test_java_org_fluentlenium_integration_FluentLeniumWaitTest.java,conflict,textual,TN,dev-match,85.934,git,,
driver-auto-on,ctl,flyingsaucerproject_flyingsaucer__5a2a7d36a1,flyingsaucerproject_flyingsaucer__5a2a7d36a1__flying-saucer-core_src_main_java_org_xhtmlrenderer_css_newmatch_Condition.java,clean,,TP,test-label,87.517,git,,
driver-auto-on,ctl,flyingsaucerproject_flyingsaucer__9b83c56a8c,flyingsaucerproject_flyingsaucer__9b83c56a8c__flying-saucer-pdf_src_main_java_org_xhtmlrenderer_pdf_ITextRenderer.java,clean,,TP,test-label,91.944,git,,
driver-auto-on,ctl,flyingsaucerproject_flyingsaucer__b2ef06a76f,flyingsaucerproject_flyingsaucer__b2ef06a76f__flying-saucer-pdf-itext5_src_main_java_org_xhtmlrenderer_pdf_ITextOutputDevice.java,clean,,TP,test-label,101.289,mergiraf,,
driver-auto-on,ctl,forcedotcom_wsc__332e09483d,forcedotcom_wsc__332e09483d__src_main_java_com_sforce_ws_bind_TypeMapper.java,clean,,TP,test-label,96.511,git,,
driver-auto-on,ctl,fusesource_jansi__f4065227fc,fusesource_jansi__f4065227fc__src_main_java_org_fusesource_jansi_WindowsAnsiOutputStream.java,conflict,textual,FN,dev-match,81.101,git,,
driver-auto-on,ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_main_java_com_galenframework_speclang2_specs_SpecImageProcessor.java,clean,,TP,test-label,87.868,mergiraf,,
driver-auto-on,ctl,galenframework_galen__7567dd8d2f,galenframework_galen__7567dd8d2f__galen-core_src_test_java_com_galenframework_tests_speclang2_SpecsReaderV2Test.java,clean,,TP,test-label,100.772,git,,
driver-auto-on,ctl,gitools_gitools__8f2043e3c5,gitools_gitools__8f2043e3c5__org.gitools.ui.app_src_main_java_org_gitools_ui_app_fileimport_wizard_text_ListItemTransferHandler.java,clean,,TP,test-label,86.45,git,,
driver-auto-on,ctl,gitools_gitools__9f09acdad0,gitools_gitools__9f09acdad0__org.gitools.ui.app_src_main_java_org_gitools_ui_app_actions_Actions.java,clean,,TP,test-label,84.323,git,,
driver-auto-on,ctl,glenkpeterson_j-sicle__8ad8d6f00e,glenkpeterson_j-sicle__8ad8d6f00e__src_test_java_org_organicdesign_fp_permanent_SequenceTest.java,clean,,TP,test-label,83.732,git,,
driver-auto-on,ctl,google_truth__2bb82cafdf,google_truth__2bb82cafdf__src_main_java_org_junit_contrib_truth_subjects_IterableSubject.java,clean,,TP,test-label,82.325,mergiraf,,
driver-auto-on,ctl,google_truth__6bba06199f,google_truth__6bba06199f__core_src_main_java_com_google_common_truth_Truth.java,clean,,TP,test-label,83.997,mergiraf,,
driver-auto-on,ctl,googlecloudplatform_gcloud-java__1fa53a817a,googlecloudplatform_gcloud-java__1fa53a817a__gcloud-java-storage_src_main_java_com_google_gcloud_storage_StorageImpl.java,clean,,TP,test-label,95.678,mergiraf,,
driver-auto-on,ctl,googlecloudplatform_gcloud-maven-plugin__990444129c,googlecloudplatform_gcloud-maven-plugin__990444129c__src_main_java_com_google_appengine_gcloudapp_AbstractGcloudMojo.java,clean,,TP,test-label,91.071,mergiraf,,
driver-auto-on,ctl,graphity_graphity-client__2a8e8c75e9,graphity_graphity-client__2a8e8c75e9__src_main_java_org_graphity_util_XSLTBuilder.java,conflict,semantic,TN,dev-match,80.432,mergiraf,RM2RenameConflict,RM2RenameConflict L19: Stale reference to renamed variable/field: 'stream' (renamed to 'reader') still referenced at this l | RM2RenameConflict L28: Stale reference to renamed variable/field: 'stream' (renamed to 'reader') still referenced at this l
driver-auto-on,ctl,greese_dasein-cloud-core__5fe1190801,greese_dasein-cloud-core__5fe1190801__src_main_java_org_dasein_cloud_compute_MachineImageSupport.java,clean,,TP,test-label,83.468,git,,
driver-auto-on,ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleCheckBox.java,clean,,TP,test-label,84.018,git,,
driver-auto-on,ctl,gwtbootstrap3_gwtbootstrap3__d558959ad2,gwtbootstrap3_gwtbootstrap3__d558959ad2__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_SimpleRadioButton.java,clean,,TP,test-label,84.047,git,,
driver-auto-on,ctl,hdrhistogram_hdrhistogram__4faeeb6c17,hdrhistogram_hdrhistogram__4faeeb6c17__src_main_java_org_HdrHistogram_HistogramLogProcessor.java,clean,,TP,test-label,100.247,mergiraf,,
driver-auto-on,ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_AbstractHistogram.java,clean,,TP,test-label,100.382,git,,
driver-auto-on,ctl,hdrhistogram_hdrhistogram__6debea175f,hdrhistogram_hdrhistogram__6debea175f__src_main_java_org_HdrHistogram_DoubleHistogram.java,clean,,TP,test-label,94.685,git,,
driver-auto-on,ctl,hdrhistogram_hdrhistogram__beadadbe25,hdrhistogram_hdrhistogram__beadadbe25__src_main_java_org_HdrHistogram_AbstractHistogram.java,clean,,TP,test-label,97.184,mergiraf,,
driver-auto-on,ctl,imixs_imixs-workflow__dfb841cc6c,imixs_imixs-workflow__dfb841cc6c__imixs-workflow-index-lucene_src_main_java_org_imixs_workflow_engine_lucene_LuceneIndexService.java,clean,,TP,test-label,91.913,mergiraf,,
driver-auto-on,ctl,jalkanen_speed4j__18370b9544,jalkanen_speed4j__18370b9544__src_main_java_com_ecyrd_speed4j_log_PeriodicalLog.java,clean,,TP,test-label,89.918,mergiraf,,
driver-auto-on,ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_main_java_org_jasig_cas_client_util_CommonUtils.java,clean,,TP,test-label,88.584,mergiraf,,
driver-auto-on,ctl,jasig_java-cas-client__9714053f07,jasig_java-cas-client__9714053f07__cas-client-core_src_test_java_org_jasig_cas_client_util_CommonUtilsTests.java,clean,,TP,test-label,85.813,git,,
driver-auto-on,ctl,javaparser_javaparser__091c0fab6e,javaparser_javaparser__091c0fab6e__javaparser-core_src_main_java_com_github_javaparser_PositionUtils.java,clean,,TP,test-label,85.07,mergiraf,,
driver-auto-on,ctl,javaparser_javaparser__8ca0e9b6ea,javaparser_javaparser__8ca0e9b6ea__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_JavaParserFacade.java,clean,,TP,test-label,94.41,mergiraf,,
driver-auto-on,ctl,jboss-remoting_jboss-remoting__1f07248ce4,jboss-remoting_jboss-remoting__1f07248ce4__src_main_java_org_jboss_remoting3_remote_RemoteConnection.java,clean,,TP,test-label,89.51,git,,
driver-auto-on,ctl,jcabi_jcabi-aspects__5780cbf85c,jcabi_jcabi-aspects__5780cbf85c__src_main_java_com_jcabi_aspects_aj_MethodCacher.java,clean,,TP,test-label,88.863,mergiraf,,
driver-auto-on,ctl,jcabi_jcabi-github__512102da91,jcabi_jcabi-github__512102da91__src_main_java_com_jcabi_github_RtReleaseAsset.java,clean,,TP,test-label,83.913,git,,
driver-auto-on,ctl,jdatepicker_jdatepicker__cc3905a9c7,jdatepicker_jdatepicker__cc3905a9c7__src_main_java_org_jdatepicker_impl_JDatePickerImpl.java,clean,,TP,test-label,100.011,mergiraf,,
driver-auto-on,ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_ComponentTextDefaults.java,clean,,TP,test-label,84.67,git,,
driver-auto-on,ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_JDatePanel.java,clean,,TP,test-label,158.473,mergiraf,,
driver-auto-on,ctl,jdeparser_jdeparser2__1da0e2349a,jdeparser_jdeparser2__1da0e2349a__src_main_java_org_jboss_jdeparser_FormatPreferences.java,clean,,TP,test-label,87.937,git,,
driver-auto-on,ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_main_java_hudson_tasks_Ant.java,clean,,TP,test-label,91.42,mergiraf,,
driver-auto-on,ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_test_java_hudson_tasks_AntTest.java,clean,,TP,test-label,89.764,git,,
driver-auto-on,ctl,jenkinsci_coverity-plugin__7ce14e1f97,jenkinsci_coverity-plugin__7ce14e1f97__src_test_java_jenkins_plugins_coverity_CoverityTool_CovBuildCommandTest.java,conflict,textual,TN,dev-match,80.172,git,,
driver-auto-on,ctl,jenkinsci_coverity-plugin__bd192d7108,jenkinsci_coverity-plugin__bd192d7108__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,clean,,TP,test-label,94.472,git,,
driver-auto-on,ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CIMStream.java,clean,,TP,test-label,89.103,mergiraf,,
driver-auto-on,ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,clean,,TP,test-label,97.189,mergiraf,,
driver-auto-on,ctl,jenkinsci_credentials-plugin__ccd45a5263,jenkinsci_credentials-plugin__ccd45a5263__src_main_java_com_cloudbees_plugins_credentials_CredentialsSelectHelper.java,clean,,TP,test-label,94.742,mergiraf,,
driver-auto-on,ctl,jenkinsci_email-ext-plugin__312def504a,jenkinsci_email-ext-plugin__312def504a__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherDescriptorJCasCTest.java,clean,,TP,test-label,88.605,git,,
driver-auto-on,ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_main_java_hudson_plugins_emailext_EmailThrottler.java,clean,,TP,test-label,80.955,mergiraf,,
driver-auto-on,ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherTest.java,clean,,TP,test-label,102.389,git,,
driver-auto-on,ctl,jenkinsci_jira-plugin__09485920f4,jenkinsci_jira-plugin__09485920f4__src_main_java_hudson_plugins_jira_JiraSite.java,clean,,TP,test-label,98.324,git,,
driver-auto-on,ctl,jenkinsci_junit-plugin__2f4179baf2,jenkinsci_junit-plugin__2f4179baf2__src_main_java_hudson_tasks_junit_CaseResult.java,clean,,TP,test-label,91.501,git,,
driver-auto-on,ctl,jenkinsci_ldap-plugin__744083390f,jenkinsci_ldap-plugin__744083390f__src_main_java_hudson_security_LDAPSecurityRealm.java,clean,,TP,test-label,116.218,mergiraf,,
driver-auto-on,ctl,jenkinsci_mailer-plugin__67ab48f1a6,jenkinsci_mailer-plugin__67ab48f1a6__src_test_java_hudson_tasks_MailerTest.java,clean,,TP,test-label,93.315,git,,
driver-auto-on,ctl,jenkinsci_maven-hpi-plugin__cfbf819e58,jenkinsci_maven-hpi-plugin__cfbf819e58__src_main_java_org_jenkinsci_maven_plugins_hpi_RunMojo.java,conflict,textual,TN,dev-match,86.961,git,,
driver-auto-on,ctl,jenkinsci_ui-samples-plugin__179ee92cdf,jenkinsci_ui-samples-plugin__179ee92cdf__src_main_java_jenkins_plugins_ui_samples_Select.java,clean,,TP,test-label,84.142,git,,
driver-auto-on,ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_FunLib.java,conflict,semantic,TN,dev-match,97.024,mergiraf,ImportPruneUsage,ImportPruneUsage L371: Stale usage of pruned import: merged file uses 'IOException' (line 371) but the import that provided
driver-auto-on,ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_schema_HasType.java,clean,,TP,test-label,82.429,mergiraf,,
driver-auto-on,ctl,jmetal_jmetal__4edc74bc22,jmetal_jmetal__4edc74bc22__jmetal-lab_src_main_java_org_uma_jmetal_lab_experiment_studies_PPSN20203DStudy.java,clean,,TP,test-label,88.228,git,,
driver-auto-on,ctl,jmetal_jmetal__d8ececa506,jmetal_jmetal__d8ececa506__jmetal-exec_src_main_java_org_uma_jmetal_runner_multiobjective_WASFGAMeasuresRunner.java,clean,,TP,test-label,86.407,git,,
driver-auto-on,ctl,jparsec_jparsec__a1fac0af65,jparsec_jparsec__a1fac0af65__jparsec_src_main_java_org_codehaus_jparsec_ScannerState.java,clean,,TP,test-label,82.56,git,,
driver-auto-on,ctl,jri_deepamehta__03658cb2e9,jri_deepamehta__03658cb2e9__modules_dm4-geomaps_src_main_java_de_deepamehta_plugins_geomaps_GeomapsPlugin.java,clean,,TP,test-label,91.491,mergiraf,,
driver-auto-on,ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__src_org_jruby_util_ByteList.java,clean,,TP,test-label,96.004,mergiraf,,
driver-auto-on,ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__test_org_jruby_util_ByteListTest.java,clean,,TP,test-label,91.461,mergiraf,,
driver-auto-on,ctl,jsprit_jsprit__7834e66d7c,jsprit_jsprit__7834e66d7c__jsprit-io_src_main_java_com_graphhopper_jsprit_io_algorithm_VehicleRoutingAlgorithms.java,clean,,TP,test-label,98.754,mergiraf,,
driver-auto-on,ctl,jsprit_jsprit__a6726537e9,jsprit_jsprit__a6726537e9__jsprit-core_src_test_java_jsprit_core_problem_vehicle_VehicleImplTest.java,clean,,TP,test-label,85.63,mergiraf,,
